Estimate Status,Year,Region,Common Name,Total Harvest (A+B1),PSE Harvest,Released (B2),PSE Released
PRELIMINARY,1997,PACIFIC NORTHWEST,DOGFISH SHARK FAMILY,3981,68.5,253419,16.8
PRELIMINARY,1997,PACIFIC NORTHWEST,ATLANTIC SALMON,3913,23.1,531,58.4
PRELIMINARY,1997,PACIFIC NORTHWEST,RATFISH,3621,59.2,13810,23.7
PRELIMINARY,1997,PACIFIC NORTHWEST,SAND SOLE,3506,8.6,174,100
PRELIMINARY,1997,PACIFIC NORTHWEST,STARRY FLOUNDER,2849,30.5,802,44.7
PRELIMINARY,1997,PACIFIC NORTHWEST,CHUB MACKEREL,2814,66.1,414,5
PRELIMINARY,1997,PACIFIC NORTHWEST,TOPSMELT,2526,64.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SPECKLED SANDDAB,2414,37.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,VERMILION ROCKFISH,2185,4.4,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SALMON GENUS,1843,40.3,226119,5.7
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC COD,1841,15,1200,75.8
PRELIMINARY,1997,PACIFIC NORTHWEST,ROSETHORN ROCKFISH,1685,3.9,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,GREENLING GENUS,1495,35.2,34424,18.3
PRELIMINARY,1997,PACIFIC NORTHWEST,GREENSTRIPED ROCKFISH,1453,4.3,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,TIGER ROCKFISH,1446,20.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,GRASS ROCKFISH,1334,38.9,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,REDSTRIPE ROCKFISH,1008,4.9,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,UNIDENTIFIED (SURFACE FISH),924,54.2,2012,69.8
PRELIMINARY,1997,PACIFIC NORTHWEST,SMELT FAMILY,920,77,24423,43.9
PRELIMINARY,1997,PACIFIC NORTHWEST,HERRING FAMILY,753,89.1,2649,48.8
PRELIMINARY,1997,PACIFIC NORTHWEST,SABLEFISH,742,6.1,209,6.1
PRELIMINARY,1997,PACIFIC NORTHWEST,BUFFALO SCULPIN,678,40,100,100
PRELIMINARY,1997,PACIFIC NORTHWEST,BOCACCIO,546,5.2,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,JACKSMELT,542,50.4,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,CALIFORNIA HALIBUT,476,7.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC HAKE,390,49.2,1754,65.1
PRELIMINARY,1997,PACIFIC NORTHWEST,ENGLISH SOLE,348,46.4,177,100
PRELIMINARY,1997,PACIFIC NORTHWEST,PACIFIC SARDINE,264,99.9,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,PETRALE SOLE,254,39.8,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,MACKEREL FAMILY,236,7.8,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,BIG SKATE,227,99.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,GREAT SCULPIN,169,100,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,WOLFEEL WOLFFISH,169,59.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,CUTTHROAT TROUT,167,100,9186,48.9
PRELIMINARY,1997,PACIFIC NORTHWEST,PRICKLEBACKS,167,99.8,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,CHILIPEPPER ROCKFISH,161,8.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SNAKE PRICKLEBACK,146,100.3,1041,59.2
PRELIMINARY,1997,PACIFIC NORTHWEST,JACK MACKEREL,136,97.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,BOTTOMFISH (GROUNDFISH),88,99.9,16872,19.8
PRELIMINARY,1997,PACIFIC NORTHWEST,UNIDENTIFIED (SHARKS),76,11.8,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SCORPIONFISH FAMILY,73,100.3,174,100
PRELIMINARY,1997,PACIFIC NORTHWEST,SILVERGRAY ROCKFISH,69,10.2,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,BUTTER SOLE,52,11.9,255,100
PRELIMINARY,1997,PACIFIC NORTHWEST,CODFISHES,50,46.5,177,273.4
PRELIMINARY,1997,PACIFIC NORTHWEST,SANDDAB GENUS,46,99.9,206,100
PRELIMINARY,1997,PACIFIC NORTHWEST,BLUE SHARK,35,10.3,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,ROCK PRICKLEBACK,33,100.6,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,WOLF-EEL,32,10.8,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,GOPHER ROCKFISH,19,17.5,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SPOTTED RATFISH,9,19.2,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SOUPFIN SHARK,6,16.7,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,DARKBLOTCHED ROCKFISH,5,28.3,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,REDBANDED ROCKFISH,4,25,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SOCKEYE SALMON,3,66.7,177,100
PRELIMINARY,1997,PACIFIC NORTHWEST,STEELHEAD,3,33.3,44,100
PRELIMINARY,1997,PACIFIC NORTHWEST,BROWN IRISH LORD,2,0,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,SCULPIN FAMILY,2,0,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,GREENSPOTTED ROCKFISH,1,0,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,OCEAN SUNFISH,1,0,0,.
PRELIMINARY,1997,PACIFIC NORTHWEST,ANCHOVY FAMILY,0,.,88,100
PRELIMINARY,1997,PACIFIC NORTHWEST,EELPOUTS,0,.,498,73.9
PRELIMINARY,1997,PACIFIC NORTHWEST,EULACHON SMELT,0,.,1042,100
PRELIMINARY,1997,PACIFIC NORTHWEST,GREENLING FAMILY,0,.,12142,49.1
PRELIMINARY,1997,PACIFIC NORTHWEST,RIGHTEYE FLOUNDER FAMILY,0,.,586,91.2
PRELIMINARY,1997,PACIFIC NORTHWEST,SAILFIN SCULPIN,0,.,177,100
PRELIMINARY,1997,PACIFIC NORTHWEST,SCOMBRID FAMILY,0,.,694,62.9
PRELIMINARY,1997,PACIFIC NORTHWEST,SKATE FAMILY,0,.,841,46.7
PRELIMINARY,1997,PACIFIC NORTHWEST,STURGEON GENUS,0,.,29476,19.3
PRELIMINARY,1997,PACIFIC NORTHWEST,TUBE SNOUT,0,.,228,100
FINAL,1997,NORTH ATLANTIC,ATLANTIC MACKEREL,5094159,15.7,909882,27.5
FINAL,1997,NORTH ATLANTIC,BLUEFISH,3104817,13.2,3453741,12.1
FINAL,1997,NORTH ATLANTIC,SCUP,2655159,17.6,2192693,29.7
FINAL,1997,NORTH ATLANTIC,SUMMER FLOUNDER,1302976,13.5,1921443,14.1
FINAL,1997,NORTH ATLANTIC,MUMMICHOG,1259764,72.1,598505,95.2
FINAL,1997,NORTH ATLANTIC,ATLANTIC COD,714437,47,584871,25.6
FINAL,1997,NORTH ATLANTIC,STRIPED BASS,712275,8.4,17351481,6.6
FINAL,1997,NORTH ATLANTIC,WINTER FLOUNDER,697814,15.9,713070,58.5
FINAL,1997,NORTH ATLANTIC,RAINBOW SMELT,484290,54.8,0,.
FINAL,1997,NORTH ATLANTIC,POLLOCK,373521,51.7,233557,25.3
FINAL,1997,NORTH ATLANTIC,TAUTOG,336338,15.1,540259,14.7
FINAL,1997,NORTH ATLANTIC,ATLANTIC MENHADEN,264031,49.7,1037,77.6
FINAL,1997,NORTH ATLANTIC,WHITE PERCH,250721,62.7,83921,61.2
FINAL,1997,NORTH ATLANTIC,HICKORY SHAD,156649,36.7,931948,44.9
FINAL,1997,NORTH ATLANTIC,ATLANTIC TOMCOD,154819,89.9,6356,52.1
FINAL,1997,NORTH ATLANTIC,AMERICAN SHAD,149329,98.2,6120,71.6
FINAL,1997,NORTH ATLANTIC,CUNNER,148204,51,326825,20.3
FINAL,1997,NORTH ATLANTIC,SHEEPSHEAD MINNOW,126401,102.6,3370,100.5
FINAL,1997,NORTH ATLANTIC,ATLANTIC SILVERSIDE,105646,56.9,90980,99.3
FINAL,1997,NORTH ATLANTIC,BLACK SEA BASS,64852,22.9,175002,26.3
FINAL,1997,NORTH ATLANTIC,SKATE GENUS,58850,44.1,902697,11.8
FINAL,1997,NORTH ATLANTIC,BLUEBACK HERRING,48270,101.3,0,.
FINAL,1997,NORTH ATLANTIC,NORTHERN KINGFISH,43872,91.3,0,.
FINAL,1997,NORTH ATLANTIC,AMERICAN SAND LANCE,42993,100.2,0,.
FINAL,1997,NORTH ATLANTIC,SMELT FAMILY,39782,99.4,0,.
FINAL,1997,NORTH ATLANTIC,ATLANTIC BONITO,33820,25.1,16523,38.7
FINAL,1997,NORTH ATLANTIC,SAND LANCE GENUS,31800,100.8,0,.
FINAL,1997,NORTH ATLANTIC,HADDOCK,27038,43.5,38311,44.1
FINAL,1997,NORTH ATLANTIC,STRIPED KILLIFISH,16648,88.5,22464,100.5
FINAL,1997,NORTH ATLANTIC,LITTLE SKATE,16012,82.6,80472,51.1
FINAL,1997,NORTH ATLANTIC,NORTHERN SEAROBIN,15691,64.5,20663,42.8
FINAL,1997,NORTH ATLANTIC,STRIPED SEAROBIN,15441,72.1,45606,48.9
FINAL,1997,NORTH ATLANTIC,SPINY DOGFISH,13729,63.7,143786,19.5
FINAL,1997,NORTH ATLANTIC,WINDOWPANE,13072,52.7,73432,36.2
FINAL,1997,NORTH ATLANTIC,SEAROBIN GENUS,11837,65.5,497495,34.5
FINAL,1997,NORTH ATLANTIC,LITTLE TUNNY,10782,37.9,87721,47
FINAL,1997,NORTH ATLANTIC,WINTER SKATE,9585,99.5,90102,50.2
FINAL,1997,NORTH ATLANTIC,ATLANTIC WOLFFISH,8356,35.4,841,51.3
FINAL,1997,NORTH ATLANTIC,HERRING GENUS,6682,100,0,.
FINAL,1997,NORTH ATLANTIC,HERRING FAMILY,6490,78.1,67,99.3
FINAL,1997,NORTH ATLANTIC,GOLDEN REDFISH,6221,45.1,33355,46.1
FINAL,1997,NORTH ATLANTIC,AMERICAN EEL,4373,99.4,2924,70.9
FINAL,1997,NORTH ATLANTIC,WEAKFISH,4027,66.1,1947,60.1
FINAL,1997,NORTH ATLANTIC,CUSK,3838,35.6,1796,91.8
FINAL,1997,NORTH ATLANTIC,ATLANTIC HERRING,3774,76.6,33,100.9
FINAL,1997,NORTH ATLANTIC,GOBY FAMILY,3652,99.8,0,.
FINAL,1997,NORTH ATLANTIC,SPANISH SARDINE,3048,99.2,0,.
FINAL,1997,NORTH ATLANTIC,OCEAN POUT,2629,54.9,3322,47.4
FINAL,1997,NORTH ATLANTIC,GRAY TRIGGERFISH,2624,95.4,3212,98.9
FINAL,1997,NORTH ATLANTIC,ALBACORE,2544,95.6,36842,82.9
FINAL,1997,NORTH ATLANTIC,RIGHTEYE FLOUNDER FAMILY,1930,100.5,5756,58.4
FINAL,1997,NORTH ATLANTIC,YELLOWFIN TUNA,1683,57.3,1588,72.4
FINAL,1997,NORTH ATLANTIC,CREVALLE JACK,1480,101.1,0,.
FINAL,1997,NORTH ATLANTIC,HAKE GENUS,1448,58.3,372,74.1
FINAL,1997,NORTH ATLANTIC,LONGHORN SCULPIN,1417,69,2046,62.3
FINAL,1997,NORTH ATLANTIC,SAND TIGER,1402,100.9,11281,100.9
FINAL,1997,NORTH ATLANTIC,SWORDSPINE SNOOK,1375,87.6,0,.
FINAL,1997,NORTH ATLANTIC,RED HAKE,1359,54.7,1484,52.3
FINAL,1997,NORTH ATLANTIC,SEAROBIN FAMILY,1317,101.7,12244,63.2
FINAL,1997,NORTH ATLANTIC,SKIPJACK TUNA,1283,70.4,0,.
FINAL,1997,NORTH ATLANTIC,YELLOWTAIL FLOUNDER,780,101.1,0,.
FINAL,1997,NORTH ATLANTIC,OCEAN TRIGGERFISH,458,101,0,.
FINAL,1997,NORTH ATLANTIC,SMOOTH DOGFISH,458,98.9,12750,51.4
FINAL,1997,NORTH ATLANTIC,LEFTEYE FLOUNDER FAMILY,421,63.1,4175,46.1
FINAL,1997,NORTH ATLANTIC,WHITE HAKE,415,79.1,33,99.3
FINAL,1997,NORTH ATLANTIC,BLUEFIN TUNA,381,80.4,1126,70.2
FINAL,1997,NORTH ATLANTIC,MACKEREL FAMILY,365,102.2,1137,99.9
FINAL,1997,NORTH ATLANTIC,BLUE SHARK,328,80.3,25304,38.5
FINAL,1997,NORTH ATLANTIC,DOLPHIN,297,68.2,0,.
FINAL,1997,NORTH ATLANTIC,CONGER EEL,296,60.3,847,90.8
FINAL,1997,NORTH ATLANTIC,SILVER HAKE,195,66,1146,77.5
FINAL,1997,NORTH ATLANTIC,SPOTTED WOLFFISH,131,106.5,0,.
FINAL,1997,NORTH ATLANTIC,SHORTHORN SCULPIN,115,101.3,3171,46.4
FINAL,1997,NORTH ATLANTIC,GOOSEFISH,103,101.3,9947,84.1
FINAL,1997,NORTH ATLANTIC,CONGER EEL FAMILY,76,101.1,0,.
FINAL,1997,NORTH ATLANTIC,SHORTFIN MAKO,75,79.1,485,91.9
FINAL,1997,NORTH ATLANTIC,SILVER PERCH,54,100.7,0,.
FINAL,1997,NORTH ATLANTIC,SEA RAVEN,42,100.1,840,68.9
FINAL,1997,NORTH ATLANTIC,SCULPIN FAMILY,37,101.6,31085,34.9
FINAL,1997,NORTH ATLANTIC,DEEPWATER REDFISH,6,102.7,0,.
FINAL,1997,NORTH ATLANTIC,ALEWIFE,0,.,386,101.8
FINAL,1997,NORTH ATLANTIC,ATLANTIC HALIBUT,0,.,18,102.4
FINAL,1997,NORTH ATLANTIC,ATLANTIC SALMON,0,.,996,101.8
FINAL,1997,NORTH ATLANTIC,BONITO GENUS,0,.,1531,101.5
FINAL,1997,NORTH ATLANTIC,CHUB MACKEREL,0,.,49,102.2
FINAL,1997,NORTH ATLANTIC,CLEARNOSE SKATE,0,.,3705,94.8
FINAL,1997,NORTH ATLANTIC,CUSK EEL FAMILY,0,.,205,100
FINAL,1997,NORTH ATLANTIC,DOGFISH SHARK,0,.,14472,32.2
FINAL,1997,NORTH ATLANTIC,DRIFTFISHES,0,.,168,100.7
FINAL,1997,NORTH ATLANTIC,EELPOUT FAMILY,0,.,223,99.6
FINAL,1997,NORTH ATLANTIC,FLORIDA POMPANO,0,.,740,98.6
FINAL,1997,NORTH ATLANTIC,LEFTEYE FLOUNDER GENUS,0,.,3457,50
FINAL,1997,NORTH ATLANTIC,MINNOWS AND CARPS,0,.,387,100.8
FINAL,1997,NORTH ATLANTIC,OCEAN SUNFISH,0,.,1561,97.5
FINAL,1997,NORTH ATLANTIC,OYSTER TOADFISH,0,.,2732,78.2
FINAL,1997,NORTH ATLANTIC,PUFFER FAMILY,0,.,7743,98.6
FINAL,1997,NORTH ATLANTIC,PUFFER GENUS,0,.,318,97.8
FINAL,1997,NORTH ATLANTIC,REQUIEM SHARK FAMILY,0,.,3603,100.1
FINAL,1997,NORTH ATLANTIC,SALMON FAMILY,0,.,2377,77.4
FINAL,1997,NORTH ATLANTIC,SAND PERCH,0,.,40259,98.8
FINAL,1997,NORTH ATLANTIC,SANDBAR SHARK,0,.,2033,81.6
FINAL,1997,NORTH ATLANTIC,SPINYTAIL SKATE,0,.,474,94.7
FINAL,1997,NORTH ATLANTIC,THRESHER SHARK,0,.,333,98.7
FINAL,1997,NORTH ATLANTIC,UNIDENTIFIED (BOTTOM FISH),0,.,59,101.2
FINAL,1997,NORTH ATLANTIC,UNIDENTIFIED (SHARKS),0,.,177,100.3
FINAL,1997,NORTH ATLANTIC,UNIDENTIFIED (SURFACE FISH),0,.,5254,87.1
FINAL,1997,NORTH ATLANTIC,UNIDENTIFIED FISH,0,.,5131,74
FINAL,1997,NORTH ATLANTIC,WHIFF GENUS,0,.,5223,92.1
FINAL,1997,NORTH ATLANTIC,WHITE BASS,0,.,2593,99.5
FINAL,1997,NORTH ATLANTIC,WHITE CATFISH,0,.,4092,102
FINAL,1997,NORTH ATLANTIC,YELLOW PERCH,0,.,260,100.7
FINAL,1997,MID-ATLANTIC,ATLANTIC CROAKER,15072243,12.8,15526011,11.3
FINAL,1997,MID-ATLANTIC,SUMMER FLOUNDER,9270464,6.3,18903942,5.8
FINAL,1997,MID-ATLANTIC,SPOT,7748129,23.4,5764584,14.1
FINAL,1997,MID-ATLANTIC,BLACK SEA BASS,6477477,16.6,8813175,10.7
FINAL,1997,MID-ATLANTIC,BLUEFISH,5677988,12.8,8217548,16.9
FINAL,1997,MID-ATLANTIC,WHITE PERCH,5225202,19.4,8971854,12.7
FINAL,1997,MID-ATLANTIC,WEAKFISH,4792466,14.6,5549397,10.3
FINAL,1997,MID-ATLANTIC,WINTER FLOUNDER,2307389,20.4,2380036,24
FINAL,1997,MID-ATLANTIC,STRIPED BASS,2002633,6.4,15543696,7.4
FINAL,1997,MID-ATLANTIC,ATLANTIC MACKEREL,1228127,34.3,278534,41.2
FINAL,1997,MID-ATLANTIC,TAUTOG,1202809,17.5,1902917,20.4
FINAL,1997,MID-ATLANTIC,ATLANTIC HERRING,1106401,35.9,217459,27.9
FINAL,1997,MID-ATLANTIC,SCUP,979128,34.4,763878,30.2
FINAL,1997,MID-ATLANTIC,NORTHERN KINGFISH,528210,47.6,65968,29.7
FINAL,1997,MID-ATLANTIC,YELLOW PERCH,497847,35.7,2736553,20.9
FINAL,1997,MID-ATLANTIC,GRAY TRIGGERFISH,443424,82.5,26913,66.6
FINAL,1997,MID-ATLANTIC,CHANNEL CATFISH,411363,27.7,847065,22.3
FINAL,1997,MID-ATLANTIC,DOLPHIN,394017,77.8,3895,101
FINAL,1997,MID-ATLANTIC,SOUTHERN KINGFISH,329580,55.7,72711,34.9
FINAL,1997,MID-ATLANTIC,ATLANTIC MENHADEN,285124,45.1,1673,100.4
FINAL,1997,MID-ATLANTIC,YELLOWFIN TUNA,266955,39.4,18472,86.6
FINAL,1997,MID-ATLANTIC,NORTHERN PUFFER,212077,74.2,283423,27.6
FINAL,1997,MID-ATLANTIC,STRIPED MULLET,203122,101.9,0,.
FINAL,1997,MID-ATLANTIC,MUMMICHOG,201739,79.3,8106,104.6
FINAL,1997,MID-ATLANTIC,SPOTTED SEATROUT,177238,21.2,284288,24
FINAL,1997,MID-ATLANTIC,RED HAKE,175413,27.4,43543,30.9
FINAL,1997,MID-ATLANTIC,PIGFISH,173607,34.8,524514,20.9
FINAL,1997,MID-ATLANTIC,BROWN BULLHEAD,159270,63.3,255341,48.7
FINAL,1997,MID-ATLANTIC,STRIPED SEAROBIN,124765,27.7,4351802,12.3
FINAL,1997,MID-ATLANTIC,SEA BASS FAMILY,124400,80,0,.
FINAL,1997,MID-ATLANTIC,BLUEFIN TUNA,107703,40.8,285282,55.7
FINAL,1997,MID-ATLANTIC,LITTLE TUNNY,97365,51.3,83683,46.6
FINAL,1997,MID-ATLANTIC,SPANISH MACKEREL,76451,54.1,15891,54
FINAL,1997,MID-ATLANTIC,MULLET GENUS,65984,96.6,0,.
FINAL,1997,MID-ATLANTIC,YELLOW BULLHEAD,65748,70.2,0,.
FINAL,1997,MID-ATLANTIC,ATLANTIC COD,63044,62.9,15995,55.6
FINAL,1997,MID-ATLANTIC,AMERICAN EEL,62766,80.1,10586,38.2
FINAL,1997,MID-ATLANTIC,WHITE CATFISH,60431,89.5,2845,101.8
FINAL,1997,MID-ATLANTIC,COMMON CARP,53770,72.1,11228,71.3
FINAL,1997,MID-ATLANTIC,BLUE CATFISH,50709,58.5,208170,67
FINAL,1997,MID-ATLANTIC,BLUEGILL,49516,69.9,101712,39.5
FINAL,1997,MID-ATLANTIC,ATLANTIC BONITO,48554,52.6,2924,101
FINAL,1997,MID-ATLANTIC,ATLANTIC SILVERSIDE,46841,75.1,301,101.6
FINAL,1997,MID-ATLANTIC,OYSTER TOADFISH,46531,47,934029,14.8
FINAL,1997,MID-ATLANTIC,ATLANTIC SPADEFISH,44573,47.7,27396,77.8
FINAL,1997,MID-ATLANTIC,SEA BASS GENUS,44519,102.4,14505,78.9
FINAL,1997,MID-ATLANTIC,LARGEMOUTH BASS,43828,51,1767165,19.3
FINAL,1997,MID-ATLANTIC,SILVER PERCH,35458,46.2,62631,41.3
FINAL,1997,MID-ATLANTIC,SMOOTH DOGFISH,32701,40.2,1224496,13.1
FINAL,1997,MID-ATLANTIC,SPINY DOGFISH,30199,50.3,335765,28.2
FINAL,1997,MID-ATLANTIC,NORTHERN SEAROBIN,29757,57.9,378862,21.7
FINAL,1997,MID-ATLANTIC,SHEEPSHEAD,27486,97.3,16423,84.7
FINAL,1997,MID-ATLANTIC,SANDBAR SHARK,27333,23.9,157939,28.3
FINAL,1997,MID-ATLANTIC,COWNOSE RAY,26470,75.8,21732,50.8
FINAL,1997,MID-ATLANTIC,SOUTHERN FLOUNDER,24245,82.9,67913,54.9
FINAL,1997,MID-ATLANTIC,CUNNER,23823,84.7,1586515,43.1
FINAL,1997,MID-ATLANTIC,SKATE GENUS,22000,75.3,920657,17.4
FINAL,1997,MID-ATLANTIC,SEAROBIN GENUS,16619,75.6,1765224,37.1
FINAL,1997,MID-ATLANTIC,BLUE SHARK,15570,42.9,221421,26.7
FINAL,1997,MID-ATLANTIC,TUNA GENUS,12089,86.6,0,.
FINAL,1997,MID-ATLANTIC,KING MACKEREL,11690,43.6,15516,94.8
FINAL,1997,MID-ATLANTIC,COBIA,11410,70.1,12888,59.7
FINAL,1997,MID-ATLANTIC,UNIDENTIFIED (SHARKS),11319,94.7,7924,59.1
FINAL,1997,MID-ATLANTIC,STRIPED KILLIFISH,10553,101.2,0,.
FINAL,1997,MID-ATLANTIC,SEATROUT GENUS,10198,59.6,59335,65.6
FINAL,1997,MID-ATLANTIC,ALEWIFE,9648,91.7,0,.
FINAL,1997,MID-ATLANTIC,SKIPJACK TUNA,9195,98.6,20623,60.4
FINAL,1997,MID-ATLANTIC,BLACK CRAPPIE,9077,96.8,1984,96.5
FINAL,1997,MID-ATLANTIC,DUSKY SHARK,8265,72.5,17503,56
FINAL,1997,MID-ATLANTIC,AMERICAN SHAD,7380,102.2,2247,98.2
FINAL,1997,MID-ATLANTIC,STRIPED BONITO,6678,101.7,0,.
FINAL,1997,MID-ATLANTIC,NORTHERN STARGAZER,6643,94.7,8923,82.6
FINAL,1997,MID-ATLANTIC,WHITE SEABASS,5886,101.3,9810,101.3
FINAL,1997,MID-ATLANTIC,BLUE PARROTFISH,5852,100.6,0,.
FINAL,1997,MID-ATLANTIC,SPOTTED HAKE,5254,48.7,11195,53.4
FINAL,1997,MID-ATLANTIC,WINDOWPANE,5093,72.1,114846,28.1
FINAL,1997,MID-ATLANTIC,ATLANTIC THREAD HERRING,4929,101,0,.
FINAL,1997,MID-ATLANTIC,CLEARNOSE SKATE,4786,94.2,722637,14.1
FINAL,1997,MID-ATLANTIC,SHORTFIN MAKO,4417,60.1,8772,53.7
FINAL,1997,MID-ATLANTIC,RED DRUM,4369,74.4,178109,56.8
FINAL,1997,MID-ATLANTIC,YELLOW JACK,3986,100.7,0,.
FINAL,1997,MID-ATLANTIC,THRESHER SHARK,3678,90,782,100.1
FINAL,1997,MID-ATLANTIC,WHITE MARLIN,3670,90.2,0,.
FINAL,1997,MID-ATLANTIC,KINGFISH GENUS,3594,69.8,64983,28.7
FINAL,1997,MID-ATLANTIC,MENHADEN GENUS,3163,96.6,638,100.3
FINAL,1997,MID-ATLANTIC,ARMORED SEAROBIN,3090,100.8,0,.
FINAL,1997,MID-ATLANTIC,SMOOTH SKATE,3087,97.1,163488,36.4
FINAL,1997,MID-ATLANTIC,OCEAN TRIGGERFISH,3037,99.6,0,.
FINAL,1997,MID-ATLANTIC,HOUNDFISH,2720,101.6,0,.
FINAL,1997,MID-ATLANTIC,ALBACORE,2554,82.5,8906,76.1
FINAL,1997,MID-ATLANTIC,SILVER SEATROUT,2549,101.4,16178,84.9
FINAL,1997,MID-ATLANTIC,CHUB MACKEREL,2513,66.9,3429,86
FINAL,1997,MID-ATLANTIC,JACK FAMILY,2049,100.1,9656,88.9
FINAL,1997,MID-ATLANTIC,REDBREAST SUNFISH,1931,99.4,0,.
FINAL,1997,MID-ATLANTIC,SMALLMOUTH BASS,1885,96.5,105993,43
FINAL,1997,MID-ATLANTIC,CONGER EEL,1624,85,4836,57.1
FINAL,1997,MID-ATLANTIC,BLACK DRUM,1226,61.1,12252,42
FINAL,1997,MID-ATLANTIC,BANDED RUDDERFISH,1207,100.6,19634,97.5
FINAL,1997,MID-ATLANTIC,CREVALLE JACK,1014,87.2,0,.
FINAL,1997,MID-ATLANTIC,GREATER AMBERJACK,995,90.6,0,.
FINAL,1997,MID-ATLANTIC,POLLOCK,902,97.9,0,.
FINAL,1997,MID-ATLANTIC,THORNY SKATE,765,93.9,50526,32.1
FINAL,1997,MID-ATLANTIC,SILVER HAKE,636,101.3,800,86.5
FINAL,1997,MID-ATLANTIC,RIBBONFISH FAMILY,601,100.3,0,.
FINAL,1997,MID-ATLANTIC,GOLDEN SHINER,454,83.2,0,.
FINAL,1997,MID-ATLANTIC,OCEAN POUT,419,71.8,268,105
FINAL,1997,MID-ATLANTIC,HERRING GENUS,374,99.3,2310,68
FINAL,1997,MID-ATLANTIC,WHITE HAKE,366,94.1,0,.
FINAL,1997,MID-ATLANTIC,HICKORY SHAD,333,74.5,16475,86.3
FINAL,1997,MID-ATLANTIC,SAND PERCH,198,97.4,0,.
FINAL,1997,MID-ATLANTIC,SEAROBIN FAMILY,67,100,489621,48.8
FINAL,1997,MID-ATLANTIC,DOGFISH SHARK,9,107.7,97286,40.3
FINAL,1997,MID-ATLANTIC,ATLANTIC NEEDLEFISH,0,.,18526,88
FINAL,1997,MID-ATLANTIC,BLUNTNOSE STINGRAY,0,.,3665,99.5
FINAL,1997,MID-ATLANTIC,BULLHEAD CATFISH FAMILY,0,.,182342,62
FINAL,1997,MID-ATLANTIC,BULLHEAD CATFISH GENUS,0,.,21779,60.8
FINAL,1997,MID-ATLANTIC,BULLNOSE RAY,0,.,3517,69.6
FINAL,1997,MID-ATLANTIC,CHAIN PICKEREL,0,.,26966,56.7
FINAL,1997,MID-ATLANTIC,COD FAMILY,0,.,2445,68.2
FINAL,1997,MID-ATLANTIC,EELPOUT FAMILY,0,.,158,100.6
FINAL,1997,MID-ATLANTIC,GRAY ANGELFISH,0,.,2609,100.9
FINAL,1997,MID-ATLANTIC,GULF FLOUNDER,0,.,2164,99.2
FINAL,1997,MID-ATLANTIC,HAKE GENUS,0,.,4932,56.5
FINAL,1997,MID-ATLANTIC,HARDHEAD CATFISH,0,.,379,99.5
FINAL,1997,MID-ATLANTIC,HERRING FAMILY,0,.,30157,72
FINAL,1997,MID-ATLANTIC,INSHORE LIZARDFISH,0,.,7732,60.9
FINAL,1997,MID-ATLANTIC,KILLIFISH FAMILY,0,.,13053,101
FINAL,1997,MID-ATLANTIC,KITEFIN SHARK,0,.,43785,74.8
FINAL,1997,MID-ATLANTIC,LEATHERJACKET FAMILY,0,.,12086,102.2
FINAL,1997,MID-ATLANTIC,LEFTEYE FLOUNDER GENUS,0,.,515,99
FINAL,1997,MID-ATLANTIC,LITTLE SKATE,0,.,148842,29.6
FINAL,1997,MID-ATLANTIC,MACKEREL GENUS,0,.,739,74.5
FINAL,1997,MID-ATLANTIC,NORTHERN SENNET,0,.,1127,87.2
FINAL,1997,MID-ATLANTIC,OCEAN SUNFISH,0,.,1804,87.8
